address;source_location;insn;indent
0x1270;:0;ENDBR64;
0x1274;:0;PUSH	%R15;
0x2c2f;:0;MOV	0xb0(%RSP),%RDX;  (5) 
0x2c37;:0;MOV	%RBP,%RSI;  (5) 
0x2c3a;:0;MOV	$0x2,%EDI;  (5) 
0x2c3f;:0;MOV	$0x1,%EAX;  (5) 
0x2c44;:0;MOV	$0x1,%EBX;  (5) 
0x2c49;:0;CALL	1170 <.plt.sec@start+0x60>;  (5) 
0x2c4e;:0;JMP	2b34 <main+0x18c4>;  (5) 
0x2c53;:0;XOR	%R8D,%R8D;
0x2c56;:0;MOV	%R8D,0x33d3(%RIP);
0x2c5d;:0;JMP	1314 <main+0xa4>;
0x2c62;:0;MOVSD	0x1bbe(%RIP),%XMM7;
0x2c6a;:0;MOVSD	%XMM7,0x28(%RSP);
0x2c70;:0;CMP	$0x1,%R13D;
0x2c74;:0;JNE	1e89 <main+0xc19>;
0x2c7a;:0;JMP	1eaa <main+0xc3a>;
0x2c7f;:0;LEA	0x13fa(%RIP),%RSI;
0x2c86;:0;MOV	$0x2,%EDI;
0x2c8b;:0;XOR	%EAX,%EAX;
0x2c8d;:0;CALL	1170 <.plt.sec@start+0x60>;
0x2c92;:0;MOV	$0x2,%EDI;
0x2c97;:0;MOV	%R12D,%ECX;
0x2c9a;:0;MOV	%EBX,%EDX;
0x2c9c;:0;LEA	0x18b1(%RIP),%RSI;
0x2ca3;:0;XOR	%EAX,%EAX;
0x2ca5;:0;CALL	1170 <.plt.sec@start+0x60>;
0x2caa;:0;MOV	$0x1,%EDI;
0x2caf;:0;CALL	1190 <.plt.sec@start+0x80>;
0x2cb4;:0;XOR	%EAX,%EAX;
0x2cb6;:0;MOVQ	$0,(%RCX,%RAX,8);(1) 
0x2cbe;:0;MOVQ	$0,(%R12,%RAX,8);(1) 
0x2cc6;:0;MOVQ	$0,(%R9,%RAX,8);(1) 
0x2cce;:0;MOVQ	$0,(%R13,%RAX,8);(1) 
0x2cd7;:0;ADD	$0x1,%RAX;(1) 
0x2cdb;:0;CMP	%EAX,%EBX;(1) 
0x2cdd;:0;JGE	2cb6 <main+0x1a46>;(1) 
0x2cdf;:0;JMP	2437 <main+0x11c7>;
0x2ce4;:0;MOVAPS	%XMM1,(%RSP);
0x2ce8;:0;MOV	%RBP,%RDX;
0x2ceb;:0;MOV	%R11,%RDI;
0x2cee;:0;PUSH	%RAX;
0x2cef;:0;LEA	0xb0(%RSP),%R14;
0x2cf7;:0;PUSH	%R14;
0x2cf9;:0;PUSH	%R9;
0x2cfb;:0;MOV	%R13,%R9;
0x2cfe;:0;PUSH	%RCX;
0x2cff;:0;MOV	0x38(%RSP),%RSI;
0x2d04;:0;MOV	%R12,%RCX;
0x2d07;:0;CALL	2fd0 <_ZL9conj_gradPKiS0_PKdPdS2_S3_S3_S3_S3_>;
0x2d0c;:0;ADD	$0x20,%RSP;
0x2d10;:0;MOVAPD	(%RSP),%XMM1;
0x2d15;:0;JMP	24ff <main+0x128f>;
0x2d1a;:0;MOV	%R13D,%ECX;
0x2d1d;:0;CMP	$0x2,%R14D;
0x2d21;:0;JBE	2dcf <main+0x1b5f>;
0x2d27;:0;MOV	%R13D,%EDX;
0x2d2a;:0;MOV	%RBX,%RCX;
0x2d2d;:0;SHR	$0x2,%EDX;
0x2d30;:0;SAL	$0x4,%RDX;
0x2d34;:0;MOVDQU	0x4(%RCX,%RAX,1),%XMM0;(17) 
0x2d3a;:0;MOVDQU	(%RSI,%RAX,1),%XMM7;(17) 
0x2d3f;:0;PSUBD	%XMM7,%XMM0;(17) 
0x2d43;:0;MOVUPS	%XMM0,0x4(%RCX,%RAX,1);(17) 
0x2d48;:0;ADD	$0x10,%RAX;(17) 
0x2d4c;:0;CMP	%RAX,%RDX;(17) 
0x2d4f;:0;JNE	2d34 <main+0x1ac4>;(17) 
0x2d51;:0;TEST	$0x3,%R13B;
0x2d55;:0;JE	226c <main+0xffc>;
0x2d5b;:0;MOV	%R13D,%ESI;
0x2d5e;:0;MOV	%R13D,%ECX;
0x2d61;:0;AND	$-0x4,%ESI;
0x2d64;:0;LEA	0x1(%RSI),%EDX;
0x2d67;:0;SUB	%ESI,%ECX;
0x2d69;:0;MOV	%EDX,%EAX;
0x2d6b;:0;CMP	%R14D,%ESI;
0x2d6e;:0;JE	2da2 <main+0x1b32>;
0x2d70;:0;MOV	0x20(%RSP),%RBX;
0x2d75;:0;SAL	$0x2,%RDX;
0x2d79;:0;LEA	(%RBX,%RDX,1),%RSI;
0x2d7d;:0;MOV	0x30(%RSP),%RBX;
0x2d82;:0;MOVQ	(%RSI),%XMM0;
0x2d86;:0;MOVQ	-0x4(%RBX,%RDX,1),%XMM1;
0x2d8c;:0;PSUBD	%XMM1,%XMM0;
0x2d90;:0;MOVQ	%XMM0,(%RSI);
0x2d94;:0;TEST	$0x1,%CL;
0x2d97;:0;JE	226c <main+0xffc>;
0x2d9d;:0;AND	$-0x2,%ECX;
0x2da0;:0;ADD	%ECX,%EAX;
0x2da2;:0;MOV	0x30(%RSP),%RBX;
0x2da7;:0;CLTQ;
0x2da9;:0;SAL	$0x2,%RAX;
0x2dad;:0;MOV	-0x4(%RBX,%RAX,1),%EDX;
0x2db1;:0;MOV	0x20(%RSP),%RBX;
0x2db6;:0;SUB	%EDX,(%RBX,%RAX,1);
0x2db9;:0;JMP	226c <main+0xffc>;
0x2dbe;:0;MOV	0x30(%RSP),%RSI;
0x2dc3;:0;MOV	0x20(%RSP),%RDX;
0x2dc8;:0;XOR	%EAX,%EAX;
0x2dca;:0;JMP	290c <main+0x169c>;
0x2dcf;:0;MOV	$0x1,%EAX;
0x2dd4;:0;MOV	$0x1,%EDX;
0x2dd9;:0;JMP	2d70 <main+0x1b00>;
0x2ddb;:0;NOPL	(%RAX,%RAX,1);
